season_year,country,league,tier,club_count,target_count,deficit,avg_financial_power,min_financial_power,max_financial_power,warning_class
2029,"Morocco","Morocco - Botola Pro",1,16,16,0,73.6,42.8,100.0,"OK"
2029,"Iran","Iran - Persian Gulf Pro League",1,16,16,0,66.9,42.0,93.3,"OK"
2029,"Iran","Iran - Azadegan League",2,18,18,0,60.0,39.6,93.9,"OK"
2029,"Mali","Mali - Première Division",1,14,14,0,60.8,25.1,85.5,"OK"
2029,"Panama","Panama - Liga Prom",2,24,24,0,53.3,29.7,82.3,"OK"
2029,"Panama","Panama - LPF",1,12,12,0,64.3,19.3,100.0,"OK"
2029,"Guadeloupe","Guadeloupe - Division d'Honneur",1,14,14,0,53.6,30.2,90.4,"OK"
2029,"Guyana","Guyana - GFF Elite League",1,10,10,0,57.7,20.6,85.1,"OK"
2029,"Guatemala","Guatemala - Primera Division",2,20,20,0,60.8,36.6,84.1,"OK"
2029,"Guatemala","Guatemala - Liga Nacional",1,12,12,0,67.1,41.4,78.1,"OK"
2029,"Iraq","Iraq - Iraqi League",1,20,20,0,66.3,24.4,100.0,"OK"
2029,"Chile","Chile - Primera B",2,15,15,0,63.1,35.3,85.4,"OK"
2029,"Chile","Chile - Segunda División",3,13,13,0,54.6,22.6,77.2,"OK"
2029,"Chile","Chile - Primera División",1,16,16,0,65.4,39.3,84.1,"OK"
2029,"Chile","Chile - Tercera A",4,15,15,0,51.1,24.6,65.1,"OK"
2029,"Laos","Laos - Lao League",1,10,10,0,35.7,19.7,60.8,"OK"
2029,"Nepal","Nepal - Super League",1,7,7,0,54.4,39.4,83.5,"OK"
2029,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 001",5,19,19,0,49.3,22.6,65.4,"OK"
2029,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 002",5,19,19,0,52.6,24.4,80.4,"OK"
2029,"Argentina","Argentina - Torneo Promocional Amateur",7,11,11,0,39.2,18.0,85.4,"OK"
2029,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 016",5,18,18,0,53.6,21.5,94.5,"OK"
2029,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 017",5,18,18,0,44.9,18.8,79.7,"OK"
2029,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 014",5,18,18,0,48.5,23.0,68.6,"OK"
2029,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 015",5,18,18,0,50.3,25.8,82.9,"OK"
2029,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 018",5,18,18,0,43.1,18.0,62.5,"OK"
2029,"Argentina","Argentina - Liga Profesional Argentina - Regional Division 002",1,15,15,0,60.1,39.5,87.9,"OK"
2029,"Argentina","Argentina - Liga Profesional Argentina - Regional Division 001",1,15,15,0,77.0,55.4,99.5,"OK"
2029,"Argentina","Argentina - Primera C",6,28,28,0,41.8,18.0,67.9,"OK"
2029,"Argentina","Argentina - Prim B Metro",4,22,22,0,56.4,21.4,78.5,"OK"
2029,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 012",5,18,18,0,48.7,18.0,68.8,"OK"
2029,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 013",5,18,18,0,44.2,18.7,64.0,"OK"
2029,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 010",5,18,18,0,50.9,33.9,71.7,"OK"
2029,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 011",5,18,18,0,42.4,24.1,61.0,"OK"
2029,"Argentina","Argentina - Primera Nacional - Regional Division 001",2,17,17,0,67.7,43.4,89.3,"OK"
2029,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 005",5,19,19,0,46.9,24.8,80.5,"OK"
2029,"Argentina","Argentina - Torneo Federal A - Regional Division 002",3,18,18,0,51.7,28.3,79.3,"OK"
2029,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 006",5,19,19,0,45.5,19.1,78.9,"OK"
2029,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 003",5,19,19,0,53.4,28.5,73.8,"OK"
2029,"Argentina","Argentina - Primera Nacional - Regional Division 002",2,17,17,0,60.5,24.8,93.3,"OK"
2029,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 004",5,19,19,0,46.8,18.0,74.9,"OK"
2029,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 009",5,18,18,0,46.4,21.0,64.5,"OK"
2029,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 007",5,19,19,0,44.8,18.0,67.3,"OK"
2029,"Argentina","Argentina - Torneo Regional Federal Amateur - Regional Division 008",5,19,19,0,48.0,18.0,75.5,"OK"
2029,"Argentina","Argentina - Torneo Federal A - Regional Division 001",3,18,18,0,54.3,27.1,97.6,"OK"
2029,"Ukraine","Ukraine - Premier League",1,16,16,0,69.2,40.4,100.0,"OK"
2029,"Ukraine","Ukraine - Druha Liga",3,22,22,0,40.9,18.0,67.4,"OK"
2029,"Ukraine","Ukraine - Persha Liga",2,16,16,0,56.6,34.3,76.6,"OK"
2029,"Tanzania","Tanzania - Ligi kuu Bara",1,16,16,0,69.7,39.6,98.1,"OK"
2029,"Seychelles","Seychelles - Premier League",1,9,10,1,58.8,44.6,82.9,"OK"
2029,"Zambia","Zambia - Super League",1,18,18,0,65.9,34.0,99.5,"OK"
2029,"Ghana","Ghana - Division One - Regional Division 003",2,16,16,0,51.1,28.3,74.1,"OK"
2029,"Ghana","Ghana - Division One - Regional Division 002",2,16,16,0,54.7,30.2,79.9,"OK"
2029,"Ghana","Ghana - Division One - Regional Division 001",2,16,16,0,61.0,37.5,77.8,"OK"
2029,"Ghana","Ghana - Premier League",1,18,18,0,64.6,36.6,100.0,"OK"
2029,"Belize","Belize - Premier League",1,7,7,0,42.9,30.5,59.2,"OK"
2029,"Northern Ireland","Northern Ireland - Championship",2,12,12,0,41.9,26.3,60.7,"OK"
2029,"Northern Ireland","Northern Ireland - Premier Intermediate League",3,13,13,0,40.8,18.5,83.3,"OK"
2029,"Northern Ireland","Northern Ireland - Premiership",1,12,12,0,56.0,36.0,89.2,"OK"
2029,"Bahrain","Bahrain - Premier League",1,12,12,0,59.8,36.1,84.7,"OK"
2029,"Bahrain","Bahrain - Second Division",2,12,12,0,46.9,20.2,67.4,"OK"
2029,"Congo","Congo - Ligue 001",1,14,14,0,62.8,34.3,83.6,"OK"
2029,"India","India - Indian Super League",1,13,13,0,61.7,24.8,100.0,"OK"
2029,"India","India - I-League",2,12,12,0,46.2,27.0,71.2,"OK"
2029,"India","India - I-League 002",3,9,9,0,44.1,23.4,72.4,"OK"
2029,"India","India - Calcutta Premier Division",4,18,18,0,44.5,18.5,69.5,"OK"
2029,"Kyrgyz Republic","Kyrgyz Republic - Premier League",1,14,14,0,48.5,20.7,69.3,"OK"
2029,"Canada","Canada - Canadian Premier League",1,8,8,0,64.1,43.8,100.0,"OK"
2029,"Canada","Canada - Group D",2,9,10,1,45.2,33.1,61.6,"OK"
2029,"Canada","Canada - Group C",2,10,10,0,45.6,22.8,71.5,"OK"
2029,"Canada","Canada - Group B",2,10,10,0,43.4,24.7,64.5,"OK"
2029,"Canada","Canada - Group A",2,10,10,0,46.3,27.4,73.0,"OK"
2029,"Belgium","Belgium - VV",3,16,16,0,58.9,30.7,78.9,"OK"
2029,"Belgium","Belgium - Provincial - Regional Division 002",6,18,18,0,42.9,18.0,67.6,"OK"
2029,"Belgium","Belgium - Provincial - Regional Division 003",6,18,18,0,47.7,18.0,83.5,"OK"
2029,"Belgium","Belgium - Provincial - Regional Division 004",6,18,18,0,45.6,18.0,71.2,"OK"
2029,"Belgium","Belgium - First Division A",1,16,16,0,80.3,59.9,100.0,"OK"
2029,"Belgium","Belgium - Provincial - Regional Division 005",6,18,18,0,41.8,18.7,80.0,"OK"
2029,"Belgium","Belgium - Provincial - Regional Division 001",6,18,18,0,47.4,22.9,71.8,"OK"
2029,"Belgium","Belgium - Provincial - Regional Division 006",6,18,18,0,42.5,22.7,68.3,"OK"
2029,"Belgium","Belgium - Provincial - Regional Division 007",6,18,18,0,37.2,22.1,54.7,"OK"
2029,"Belgium","Belgium - Provincial - Regional Division 008",6,17,17,0,42.3,21.7,65.5,"OK"
2029,"Belgium","Belgium - Provincial - Regional Division 009",6,17,17,0,32.7,18.0,54.6,"OK"
2029,"Belgium","Belgium - D",5,16,16,0,47.5,30.0,74.1,"OK"
2029,"Belgium","Belgium - Challenger Pro League",2,17,17,0,59.6,23.5,90.2,"OK"
2029,"Belgium","Belgium - ACFF",3,16,16,0,57.0,33.9,80.3,"OK"
2029,"Belgium","Belgium - A",4,31,16,0,48.2,24.7,75.6,"OVERFLOW"
2029,"Belgium","Belgium - B",4,32,16,0,49.3,23.4,85.1,"OVERFLOW"
2029,"Belgium","Belgium - C",4,32,16,0,46.4,23.0,66.4,"OVERFLOW"
2029,"Finland","Finland - Kolmonen - Regional Division 002",5,17,17,0,38.9,18.0,61.5,"OK"
2029,"Finland","Finland - Kolmonen - Regional Division 001",5,17,17,0,43.4,18.5,78.4,"OK"
2029,"Finland","Finland - Kakkonen - Regional Division 002",4,15,15,0,42.8,21.1,66.0,"OK"
2029,"Finland","Finland - Ykkösliiga",2,10,10,0,49.8,34.8,69.1,"OK"
2029,"Finland","Finland - Kakkonen - Regional Division 001",4,15,15,0,47.2,27.2,71.2,"OK"
2029,"Finland","Finland - Veikkausliiga",1,12,12,0,61.9,28.8,91.2,"OK"
2029,"Finland","Finland - Ykkönen",3,11,11,0,44.7,19.6,70.2,"OK"
2029,"Finland","Finland - Kolmonen - Regional Division 004",5,17,17,0,39.2,18.5,59.8,"OK"
2029,"Finland","Finland - Kolmonen - Regional Division 003",5,17,17,0,40.6,18.5,72.1,"OK"
2029,"Finland","Finland - Kolmonen - Regional Division 005",5,17,17,0,33.9,18.0,55.5,"OK"
2029,"Faroe Islands","Faroe Islands - Meistaradeildin",1,10,10,0,64.4,41.3,80.1,"OK"
2029,"Faroe Islands","Faroe Islands - 1. Deild",2,10,10,0,44.3,22.5,65.4,"OK"
2029,"Faroe Islands","Faroe Islands - 2. Deild",3,9,9,0,32.6,19.6,49.0,"OK"
2029,"North Macedonia","North Macedonia - First League",1,12,12,0,60.1,40.1,89.7,"OK"
2029,"North Macedonia","North Macedonia - Second League",2,16,16,0,48.9,20.3,73.4,"OK"
2029,"Trinidad and Tobago","Trinidad and Tobago - TT Premier League 002",2,20,20,0,40.4,18.0,73.3,"OK"
2029,"Trinidad and Tobago","Trinidad and Tobago - TT Premier League",1,12,12,0,52.9,24.4,79.6,"OK"
2029,"South Africa","South Africa - PSL",1,16,16,0,64.0,38.7,89.6,"OK"
2029,"South Africa","South Africa - 1st Division",2,16,16,0,56.9,35.4,90.9,"OK"
2029,"Bermuda","Bermuda - Premier League",1,10,10,0,51.6,29.8,66.5,"OK"
2029,"Georgia","Georgia - Erovnuli Liga 002",2,10,10,0,52.5,34.6,68.7,"OK"
2029,"Georgia","Georgia - Liga 003",3,16,16,0,44.1,24.7,71.6,"OK"
2029,"Georgia","Georgia - Erovnuli Liga",1,10,10,0,67.0,46.9,83.6,"OK"
2029,"Jamaica","Jamaica - Premier League",1,14,14,0,66.9,41.6,98.6,"OK"
2029,"Turkmenistan","Turkmenistan - Ýokary Liga",1,8,8,0,52.1,43.6,64.8,"OK"
2029,"Türkiye","Türkiye - Bölgesel Amatör Lig - Regional Division 006",5,18,18,0,41.8,18.7,74.1,"OK"
2029,"Türkiye","Türkiye - Bölgesel Amatör Lig - Regional Division 005",5,18,18,0,40.7,18.7,70.4,"OK"
2029,"Türkiye","Türkiye - Bölgesel Amatör Lig - Regional Division 004",5,18,18,0,43.5,21.4,72.0,"OK"
2029,"Türkiye","Türkiye - Bölgesel Amatör Lig - Regional Division 003",5,18,18,0,43.8,18.8,78.4,"OK"
2029,"Türkiye","Türkiye - Süper Lig",1,18,18,0,74.1,28.0,100.0,"OK"
2029,"Türkiye","Türkiye - Bölgesel Amatör Lig - Regional Division 008",5,18,18,0,36.3,22.0,66.3,"OK"
2029,"Türkiye","Türkiye - Bölgesel Amatör Lig - Regional Division 007",5,18,18,0,38.9,18.0,56.2,"OK"
2029,"Türkiye","Türkiye - 3. Lig - Regional Division 004",4,16,16,0,45.5,21.5,75.9,"OK"
2029,"Türkiye","Türkiye - 1. Lig",2,20,20,0,55.1,32.2,80.9,"OK"
2029,"Türkiye","Türkiye - 3. Lig - Regional Division 003",4,16,16,0,46.8,18.0,76.2,"OK"
2029,"Türkiye","Türkiye - 3. Lig - Regional Division 002",4,16,16,0,48.1,26.1,82.8,"OK"
2029,"Türkiye","Türkiye - 3. Lig - Regional Division 001",4,16,16,0,47.7,30.3,62.6,"OK"
2029,"Türkiye","Türkiye - 2. Lig - Regional Division 002",3,18,18,0,53.2,32.2,69.8,"OK"
2029,"Türkiye","Türkiye - Bölgesel Amatör Lig - Regional Division 002",5,18,18,0,45.5,18.0,67.5,"OK"
2029,"Türkiye","Türkiye - Bölgesel Amatör Lig - Regional Division 001",5,18,18,0,44.4,18.0,65.8,"OK"
2029,"Türkiye","Türkiye - 2. Lig - Regional Division 001",3,19,19,0,55.4,26.1,84.8,"OK"
2029,"Peru","Peru - Liga 3 - Regional Division 002",1,18,18,0,58.9,43.2,79.3,"OK"
2029,"Peru","Peru - Liga 3 - Regional Division 001",1,19,19,0,66.8,30.4,100.0,"OK"
2029,"Peru","Peru - Liga 002",2,15,15,0,51.1,18.9,73.6,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 023",6,18,18,0,39.7,20.7,62.9,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 022",6,18,18,0,40.1,23.3,77.5,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 025",6,18,18,0,44.3,21.6,67.7,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 024",6,18,18,0,43.5,26.1,82.8,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 027",6,18,18,0,35.6,18.7,60.1,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 026",6,18,18,0,44.9,18.3,65.6,"OK"
2029,"Germany","Germany - Regionalliga Nordost",4,18,18,0,60.4,40.5,93.0,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 029",6,18,18,0,37.7,18.0,56.1,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 028",6,18,18,0,34.3,18.8,63.7,"OK"
2029,"Germany","Germany - Bundesliga",1,18,18,0,74.4,48.3,99.7,"OK"
2029,"Germany","Germany - Regionalliga Südwest",4,18,18,0,55.9,38.5,87.0,"OK"
2029,"Germany","Germany - Oberliga - Regional Division 008",5,17,17,0,49.3,29.2,76.4,"OK"
2029,"Germany","Germany - Oberliga - Regional Division 009",5,17,17,0,47.6,18.0,79.8,"OK"
2029,"Germany","Germany - Oberliga - Regional Division 006",5,17,17,0,55.2,19.8,77.3,"OK"
2029,"Germany","Germany - Oberliga - Regional Division 007",5,17,17,0,50.0,22.3,81.5,"OK"
2029,"Germany","Germany - Oberliga - Regional Division 004",5,17,17,0,52.0,27.9,76.6,"OK"
2029,"Germany","Germany - Oberliga - Regional Division 005",5,17,17,0,53.7,28.7,74.6,"OK"
2029,"Germany","Germany - Oberliga - Regional Division 002",5,17,17,0,52.4,18.0,83.7,"OK"
2029,"Germany","Germany - Oberliga - Regional Division 003",5,17,17,0,46.4,21.0,80.2,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 030",6,18,18,0,36.8,19.1,63.4,"OK"
2029,"Germany","Germany - Oberliga - Regional Division 001",5,18,18,0,56.5,27.4,76.6,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 032",6,18,18,0,40.0,18.7,68.4,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 031",6,18,18,0,37.0,18.2,57.4,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 012",6,18,18,0,42.3,18.0,66.2,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 011",6,18,18,0,43.8,19.7,93.7,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 014",6,18,18,0,42.7,23.0,73.0,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 013",6,18,18,0,37.3,18.9,63.6,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 016",6,18,18,0,42.0,18.0,64.3,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 015",6,18,18,0,38.3,22.3,63.0,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 018",6,18,18,0,40.0,18.0,65.5,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 017",6,18,18,0,38.2,18.0,64.1,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 019",6,18,18,0,43.8,18.0,85.0,"OK"
2029,"Germany","Germany - Regionalliga West",4,18,18,0,56.0,23.1,78.2,"OK"
2029,"Germany","Germany - Regionalliga Bayern",4,18,18,0,58.1,34.9,87.5,"OK"
2029,"Germany","Germany - Regionalliga Nord",4,18,18,0,60.9,45.1,80.0,"OK"
2029,"Germany","Germany - Oberliga - Regional Division 013",5,17,17,0,43.0,18.0,94.3,"OK"
2029,"Germany","Germany - Oberliga - Regional Division 014",5,17,17,0,44.8,19.0,71.1,"OK"
2029,"Germany","Germany - Oberliga - Regional Division 011",5,17,17,0,46.2,19.9,81.0,"OK"
2029,"Germany","Germany - Oberliga - Regional Division 012",5,17,17,0,46.4,21.3,70.8,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 021",6,18,18,0,46.0,21.3,84.9,"OK"
2029,"Germany","Germany - Oberliga - Regional Division 010",5,17,17,0,49.8,30.1,86.9,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 020",6,18,18,0,40.0,19.9,63.0,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 001",6,19,19,0,46.1,18.0,67.8,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 003",6,19,19,0,44.5,23.3,61.2,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 002",6,19,19,0,41.7,20.0,69.2,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 005",6,19,19,0,46.0,23.6,71.9,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 004",6,19,19,0,42.3,19.7,68.7,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 007",6,19,19,0,42.7,20.0,62.4,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 006",6,19,19,0,39.6,18.0,58.7,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 009",6,18,18,0,46.7,18.8,62.7,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 008",6,19,19,0,45.1,18.0,69.0,"OK"
2029,"Germany","Germany - State Leagues - Regional Division 010",6,18,18,0,48.0,22.2,80.6,"OK"
2029,"Germany","Germany - 3. Liga",3,20,20,0,65.6,31.5,95.2,"OK"
2029,"Germany","Germany - 2. Bundesliga",2,18,18,0,63.9,25.5,89.1,"OK"
2029,"Puerto Rico","Puerto Rico - Liga Puerto Rico",1,10,10,0,59.2,36.8,89.8,"OK"
2029,"Fiji","Fiji - National Football League",1,10,10,0,49.8,32.1,90.9,"OK"
2029,"Hong Kong","Hong Kong - HKFA 1st Division",2,14,14,0,40.9,18.5,58.3,"OK"
2029,"Hong Kong","Hong Kong - Premier League",1,10,10,0,54.4,26.0,75.5,"OK"
2029,"Guinea","Guinea - Ligue 001",1,14,14,0,63.2,38.6,83.5,"OK"
2029,"Somalia","Somalia - Somali Premier League",1,11,11,0,57.2,35.3,75.5,"OK"
2029,"Madagascar","Madagascar - Pro League",1,15,15,0,56.8,36.0,74.3,"OK"
2029,"Aruba","Aruba - Division di Honor",1,10,10,0,58.0,26.4,87.5,"OK"
2029,"Thailand","Thailand - Thai League 3 - Regional Division 001",3,17,17,0,48.2,22.8,77.0,"OK"
2029,"Thailand","Thailand - Thai League 3 - Regional Division 002",3,17,17,0,47.8,19.6,81.1,"OK"
2029,"Thailand","Thailand - Thai League 002",2,18,18,0,49.6,18.0,76.6,"OK"
2029,"Thailand","Thailand - Thai League 3 - Regional Division 003",3,17,17,0,44.8,18.0,65.6,"OK"
2029,"Thailand","Thailand - Thai League 001",1,16,16,0,65.8,41.3,92.8,"OK"
2029,"Thailand","Thailand - Thai League 3 - Regional Division 004",3,17,17,0,42.1,18.7,70.2,"OK"
2029,"Libya","Libya - Premier League - Regional Division 001",1,18,18,0,67.7,38.0,98.4,"OK"
2029,"Libya","Libya - Premier League - Regional Division 002",1,18,18,0,48.7,22.8,77.5,"OK"
2029,"Costa Rica","Costa Rica - Primera División",1,10,10,0,73.2,46.8,99.5,"OK"
2029,"Costa Rica","Costa Rica - Liga de Ascenso",2,18,18,0,53.0,31.7,75.3,"OK"
2029,"Vietnam","Vietnam - V.League 002",2,12,12,0,52.1,40.1,81.2,"OK"
2029,"Vietnam","Vietnam - V.League 001",1,14,14,0,59.8,30.9,99.1,"OK"
2029,"Vietnam","Vietnam - Second Division",3,11,11,0,39.4,21.4,64.0,"OK"
2029,"Sweden","Sweden - Ettan - Regional Division 002",3,16,16,0,52.2,39.6,68.6,"OK"
2029,"Sweden","Sweden - Allsvenskan",1,16,16,0,74.7,55.2,97.9,"OK"
2029,"Sweden","Sweden - Superettan",2,16,16,0,58.5,39.5,80.9,"OK"
2029,"Sweden","Sweden - Ettan - Regional Division 001",3,16,16,0,56.7,32.5,94.8,"OK"
2029,"Sweden","Sweden - Division 2 - Regional Division 001",4,16,16,0,50.9,22.7,78.4,"OK"
2029,"Sweden","Sweden - Division 2 - Regional Division 002",4,16,16,0,51.3,24.5,76.9,"OK"
2029,"Malawi","Malawi - Super League",1,16,16,0,62.6,41.9,92.4,"OK"
2029,"China PR","China PR - Chinese Football League 002",3,24,24,0,41.5,18.0,66.0,"OK"
2029,"China PR","China PR - Chinese Football League 001",2,16,16,0,48.4,22.6,76.5,"OK"
2029,"China PR","China PR - Chinese Super League",1,16,16,0,62.8,31.6,97.2,"OK"
2029,"Chinese Taipei","Chinese Taipei - Taiwan Football Premier League",1,8,8,0,45.1,32.8,73.0,"OK"
2029,"Andorra","Andorra - 1a Divisió",1,10,10,0,56.5,35.5,72.1,"OK"
2029,"Andorra","Andorra - 2a Divisió",2,8,8,0,45.9,25.1,87.4,"OK"
2029,"Poland","Poland - III Liga - Regional Division 004",4,18,18,0,51.8,18.7,78.5,"OK"
2029,"Poland","Poland - Division 002",5,18,18,0,44.3,25.0,60.3,"OK"
2029,"Poland","Poland - Division 013",5,17,17,0,43.7,28.5,60.3,"OK"
2029,"Poland","Poland - Division 003",5,18,18,0,49.0,20.6,81.5,"OK"
2029,"Poland","Poland - Division 014",5,17,17,0,38.2,18.3,68.4,"OK"
2029,"Poland","Poland - III Liga - Regional Division 002",4,18,18,0,55.3,39.5,78.4,"OK"
2029,"Poland","Poland - Division 004",5,18,18,0,49.8,18.7,76.6,"OK"
2029,"Poland","Poland - Division 015",5,17,17,0,46.1,19.4,67.0,"OK"
2029,"Poland","Poland - III Liga - Regional Division 003",4,18,18,0,50.7,18.7,88.1,"OK"
2029,"Poland","Poland - Division 005",5,18,18,0,45.4,19.5,67.6,"OK"
2029,"Poland","Poland - Division 016",5,17,17,0,38.7,19.1,69.4,"OK"
2029,"Poland","Poland - Division 006",5,18,18,0,50.1,21.9,75.3,"OK"
2029,"Poland","Poland - III Liga - Regional Division 001",4,18,18,0,55.3,24.7,82.5,"OK"
2029,"Poland","Poland - Division 007",5,18,18,0,52.4,27.7,77.6,"OK"
2029,"Poland","Poland - Division 008",5,18,18,0,45.1,22.1,71.5,"OK"
2029,"Poland","Poland - Division 009",5,18,18,0,38.6,20.8,59.4,"OK"
2029,"Poland","Poland - Division 010",5,17,17,0,40.3,18.0,66.6,"OK"
2029,"Poland","Poland - Division 011",5,17,17,0,40.5,18.0,58.1,"OK"
2029,"Poland","Poland - Division 001",5,18,18,0,56.8,18.3,95.3,"OK"
2029,"Poland","Poland - Division 012",5,17,17,0,44.8,18.0,65.5,"OK"
2029,"Poland","Poland - II Liga",3,18,18,0,52.2,18.7,75.6,"OK"
2029,"Poland","Poland - Ekstraklasa",1,18,18,0,75.0,49.5,100.0,"OK"
2029,"Poland","Poland - I Liga",2,18,18,0,57.2,32.1,88.8,"OK"
2029,"Nigeria","Nigeria - NPFL",1,20,20,0,65.1,36.5,88.1,"OK"
2029,"Kuwait","Kuwait - Premier League",1,10,10,0,63.1,43.0,85.9,"OK"
2029,"Kuwait","Kuwait - Division 001",2,8,8,0,50.1,18.7,84.4,"OK"
2029,"Jordan","Jordan - 1st Division",2,14,14,0,50.1,22.0,70.2,"OK"
2029,"Jordan","Jordan - League",1,10,10,0,62.6,43.4,87.8,"OK"
2029,"Bulgaria","Bulgaria - Second League",2,18,18,0,53.8,28.2,78.8,"OK"
2029,"Bulgaria","Bulgaria - Third League - Regional Division 002",3,17,17,0,41.6,21.2,72.3,"OK"
2029,"Bulgaria","Bulgaria - Third League - Regional Division 001",3,17,17,0,43.8,18.7,70.3,"OK"
2029,"Bulgaria","Bulgaria - First League",1,16,16,0,58.3,29.5,98.1,"OK"
2029,"Bulgaria","Bulgaria - Third League - Regional Division 004",3,16,16,0,42.7,24.8,70.6,"OK"
2029,"Bulgaria","Bulgaria - Third League - Regional Division 003",3,16,16,0,40.3,18.0,61.8,"OK"
2029,"Tunisia","Tunisia - Ligue 002",2,28,28,0,50.8,23.0,70.4,"OK"
2029,"Tunisia","Tunisia - Ligue 001",1,16,16,0,61.9,36.6,83.6,"OK"
2029,"Croatia","Croatia - First NL",2,12,12,0,53.3,22.3,83.5,"OK"
2029,"Croatia","Croatia - Third NL - Regional Division 004",4,16,16,0,39.7,18.0,77.5,"OK"
2029,"Croatia","Croatia - Third NL - Regional Division 005",4,16,16,0,35.7,18.0,74.0,"OK"
2029,"Croatia","Croatia - Third NL - Regional Division 002",4,16,16,0,50.9,21.8,76.7,"OK"
2029,"Croatia","Croatia - Third NL - Regional Division 003",4,16,16,0,38.5,18.1,56.1,"OK"
2029,"Croatia","Croatia - HNL",1,10,10,0,63.9,30.1,95.3,"OK"
2029,"Croatia","Croatia - Second NL",3,16,16,0,51.3,26.6,84.3,"OK"
2029,"Croatia","Croatia - Third NL - Regional Division 001",4,16,16,0,49.4,28.5,72.1,"OK"
2029,"USA","USA - USL League Two - Regional Division 005",6,18,18,0,44.0,18.0,69.0,"OK"
2029,"USA","USA - USL League Two - Regional Division 004",6,18,18,0,47.2,26.4,65.3,"OK"
2029,"USA","USA - USL League Two - Regional Division 007",6,17,17,0,46.8,27.2,64.7,"OK"
2029,"USA","USA - USL League Two - Regional Division 006",6,18,18,0,46.7,25.4,77.8,"OK"
2029,"USA","USA - USL League Two - Regional Division 001",6,18,18,0,52.0,26.2,75.8,"OK"
2029,"USA","USA - USL League Two - Regional Division 003",6,18,18,0,46.1,30.4,73.0,"OK"
2029,"USA","USA - USL League Two - Regional Division 002",6,18,18,0,49.5,18.3,69.6,"OK"
2029,"USA","USA - USL Championship",2,25,25,0,58.4,42.1,92.5,"OK"
2029,"USA","USA - MLS Next Pro",4,30,30,0,50.3,19.7,86.4,"OK"
2029,"USA","USA - MLS",1,30,30,0,70.4,34.2,98.1,"OK"
2029,"USA","USA - NPSL - Regional Division 002",5,15,15,0,48.0,27.2,63.6,"OK"
2029,"USA","USA - NPSL - Regional Division 003",5,15,15,0,47.9,31.2,80.5,"OK"
2029,"USA","USA - NPSL - Regional Division 004",5,15,15,0,42.5,18.0,77.9,"OK"
2029,"USA","USA - NPSL - Regional Division 005",5,14,14,0,45.0,18.7,68.6,"OK"
2029,"USA","USA - NPSL - Regional Division 001",5,15,15,0,47.1,26.5,74.8,"OK"
2029,"USA","USA - USL League One",3,14,14,0,60.0,29.0,88.8,"OK"
