ClubName,CurrentRating,OriginCountry,OriginConfederation,DomesticLeagueName,PyramidCountry,PyramidConfederation,DomesticLevel,DomesticLeagueSimName,PyramidCountryFinal,PyramidConfederationFinal
Tiszaújváros,50.3,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Füzesabony,50.1,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Paksi SE II,49.7,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Csepel TC,49.2,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Eger,49.1,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Dabas,49,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Haladás VSE,48.8,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Bonyhád Völgység,48.7,Hungary,Europe,,Hungary,Europe,,,Hungary,Europe
Gödöllő,48.4,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Ózd Sajóvölgye,48.2,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Szeged-Csanád II,48.1,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Balatonlelle SE,47.9,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
BKV Előre,47.9,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Nyíregyháza II,47.8,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Pápai Perutz,47.8,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Salgótarjáni BTC,47.8,Hungary,Europe,,Hungary,Europe,,,Hungary,Europe
Szekszárd,47.7,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Újpest II,47.6,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Gyirmót II,47.6,Hungary,Europe,,Hungary,Europe,,,Hungary,Europe
Sényő,47.3,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Kecskemét II,47.2,Hungary,Europe,,Hungary,Europe,,,Hungary,Europe
Szolnoki MÁV,47,Hungary,Europe,,Hungary,Europe,,,Hungary,Europe
PTE-PEAC,46.3,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Pénzügyőr,46.2,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Gárdony,46.1,Hungary,Europe,,Hungary,Europe,,,Hungary,Europe
Békéscsaba II,46,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Balatonfüredi,45.8,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Martfűi LSE,45.8,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Tiszaföldvár,45.8,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Zsámbéki SK,45.7,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Főnix,45.4,Hungary,Europe,,Hungary,Europe,,,Hungary,Europe
Kelen,45.3,Hungary,Europe,,Hungary,Europe,,,Hungary,Europe
Hatvan,44.8,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Mátészalka,44.7,Hungary,Europe,,Hungary,Europe,,,Hungary,Europe
Dombóvár,44,Hungary,Europe,NB III,Hungary,Europe,3,NB III,Hungary,Europe
Dunaföldvár,43.6,Hungary,Europe,,Hungary,Europe,,,Hungary,Europe
Víkingur Reykjavík,73.2,Iceland,Europe,Besta deild,Iceland,Europe,1,Besta deild,Iceland,Europe
Breidablik,69.2,Iceland,Europe,Besta deild,Iceland,Europe,1,Besta deild,Iceland,Europe
Stjarnan,67,Iceland,Europe,Besta deild,Iceland,Europe,1,Besta deild,Iceland,Europe
Valur,66.9,Iceland,Europe,Besta deild,Iceland,Europe,1,Besta deild,Iceland,Europe
KA,65.6,Iceland,Europe,Besta deild,Iceland,Europe,1,Besta deild,Iceland,Europe
FH,64.9,Iceland,Europe,Besta deild,Iceland,Europe,1,Besta deild,Iceland,Europe
KR,64.9,Iceland,Europe,Besta deild,Iceland,Europe,1,Besta deild,Iceland,Europe
Fram,64.4,Iceland,Europe,Besta deild,Iceland,Europe,1,Besta deild,Iceland,Europe
ÍA,64.1,Iceland,Europe,Besta deild,Iceland,Europe,1,Besta deild,Iceland,Europe
Keflavík,63.8,Iceland,Europe,Besta deild,Iceland,Europe,1,Besta deild,Iceland,Europe
Thór,63.7,Iceland,Europe,Besta deild,Iceland,Europe,1,Besta deild,Iceland,Europe
ÍBV,62.9,Iceland,Europe,Besta deild,Iceland,Europe,1,Besta deild,Iceland,Europe
HK,60.4,Iceland,Europe,1. Deild,Iceland,Europe,2,1. Deild,Iceland,Europe
Afturelding,60.3,Iceland,Europe,1. Deild,Iceland,Europe,2,1. Deild,Iceland,Europe
Njardvík,60,Iceland,Europe,1. Deild,Iceland,Europe,2,1. Deild,Iceland,Europe
Vestri,59.8,Iceland,Europe,1. Deild,Iceland,Europe,2,1. Deild,Iceland,Europe
ÍR,59.3,Iceland,Europe,1. Deild,Iceland,Europe,2,1. Deild,Iceland,Europe
Thróttur Reykjavík,59.3,Iceland,Europe,1. Deild,Iceland,Europe,2,1. Deild,Iceland,Europe
Fylkir,58.3,Iceland,Europe,1. Deild,Iceland,Europe,2,1. Deild,Iceland,Europe
Grótta,55.2,Iceland,Europe,1. Deild,Iceland,Europe,2,1. Deild,Iceland,Europe
Leiknir Reykjavík,55,Iceland,Europe,1. Deild,Iceland,Europe,2,1. Deild,Iceland,Europe
Völsungur,55,Iceland,Europe,1. Deild,Iceland,Europe,2,1. Deild,Iceland,Europe
Ægir,54.5,Iceland,Europe,1. Deild,Iceland,Europe,2,1. Deild,Iceland,Europe
Grindavík,54,Iceland,Europe,1. Deild,Iceland,Europe,2,1. Deild,Iceland,Europe
Thróttur Vogar,51.1,Iceland,Europe,2. Deild,Iceland,Europe,3,2. Deild,Iceland,Europe
Fjölnir,49.3,Iceland,Europe,,Iceland,Europe,,,Iceland,Europe
Selfoss,49.2,Iceland,Europe,,Iceland,Europe,,,Iceland,Europe
Dalvík / Reynir,49.1,Iceland,Europe,2. Deild,Iceland,Europe,3,2. Deild,Iceland,Europe
Víkingur Ólafsvík,47.3,Iceland,Europe,2. Deild,Iceland,Europe,3,2. Deild,Iceland,Europe
KFA,47.3,Iceland,Europe,2. Deild,Iceland,Europe,3,2. Deild,Iceland,Europe
Haukar,46.4,Iceland,Europe,2. Deild,Iceland,Europe,3,2. Deild,Iceland,Europe
Kormákur / Hvöt,45.3,Iceland,Europe,2. Deild,Iceland,Europe,3,2. Deild,Iceland,Europe
Augnablik,44.6,Iceland,Europe,3. Deild,Iceland,Europe,4,3. Deild,Iceland,Europe
Magni,44.3,Iceland,Europe,3. Deild,Iceland,Europe,4,3. Deild,Iceland,Europe
Vídir,44.2,Iceland,Europe,2. Deild,Iceland,Europe,3,2. Deild,Iceland,Europe
KFG,44.1,Iceland,Europe,2. Deild,Iceland,Europe,3,2. Deild,Iceland,Europe
Reynir,44.1,Iceland,Europe,3. Deild,Iceland,Europe,4,3. Deild,Iceland,Europe
Hvíti riddarinn,44.1,Iceland,Europe,3. Deild,Iceland,Europe,4,3. Deild,Iceland,Europe
Kári,43.7,Iceland,Europe,2. Deild,Iceland,Europe,3,2. Deild,Iceland,Europe
Árbær,43.7,Iceland,Europe,3. Deild,Iceland,Europe,4,3. Deild,Iceland,Europe
Höttur / Huginn,43.5,Iceland,Europe,2. Deild,Iceland,Europe,3,2. Deild,Iceland,Europe
Tindastóll,43.5,Iceland,Europe,3. Deild,Iceland,Europe,4,3. Deild,Iceland,Europe
KV,42.9,Iceland,Europe,3. Deild,Iceland,Europe,4,3. Deild,Iceland,Europe
KF,42.8,Iceland,Europe,3. Deild,Iceland,Europe,4,3. Deild,Iceland,Europe
Sindri,42.6,Iceland,Europe,3. Deild,Iceland,Europe,4,3. Deild,Iceland,Europe
Ýmir,42.4,Iceland,Europe,3. Deild,Iceland,Europe,4,3. Deild,Iceland,Europe
KFK Kópavogur,41.1,Iceland,Europe,3. Deild,Iceland,Europe,4,3. Deild,Iceland,Europe
ÍH,39.9,Iceland,Europe,3. Deild,Iceland,Europe,4,3. Deild,Iceland,Europe
KÁ Ásvellir,33.1,Iceland,Europe,4. Deild,Iceland,Europe,5,4. Deild,Iceland,Europe
Árborg,32.8,Iceland,Europe,4. Deild,Iceland,Europe,5,4. Deild,Iceland,Europe
Ellidi,32.2,Iceland,Europe,4. Deild,Iceland,Europe,5,4. Deild,Iceland,Europe
KH,32,Iceland,Europe,4. Deild,Iceland,Europe,5,4. Deild,Iceland,Europe
Vængir Júpiters,31.7,Iceland,Europe,4. Deild,Iceland,Europe,5,4. Deild,Iceland,Europe
Hamar,31.1,Iceland,Europe,4. Deild,Iceland,Europe,5,4. Deild,Iceland,Europe
Álftanes,30.6,Iceland,Europe,4. Deild,Iceland,Europe,5,4. Deild,Iceland,Europe
Hafnir,30.2,Iceland,Europe,4. Deild,Iceland,Europe,5,4. Deild,Iceland,Europe
KFS,30.1,Iceland,Europe,4. Deild,Iceland,Europe,5,4. Deild,Iceland,Europe
Kría,29.9,Iceland,Europe,4. Deild,Iceland,Europe,5,4. Deild,Iceland,Europe
Mohun Bagan,63.4,India,Asia,Indian Super League,India,Asia,1,Indian Super League,India,Asia
Goa,62.1,India,Asia,Indian Super League,India,Asia,1,Indian Super League,India,Asia
Mumbai City,60.6,India,Asia,Indian Super League,India,Asia,1,Indian Super League,India,Asia
Bengaluru,59.9,India,Asia,Indian Super League,India,Asia,1,Indian Super League,India,Asia
Odisha,59.5,India,Asia,Indian Super League,India,Asia,1,Indian Super League,India,Asia
Jamshedpur,58.7,India,Asia,Indian Super League,India,Asia,1,Indian Super League,India,Asia
NorthEast United,58.4,India,Asia,Indian Super League,India,Asia,1,Indian Super League,India,Asia
Kerala Blasters,57.4,India,Asia,Indian Super League,India,Asia,1,Indian Super League,India,Asia
Punjab,56.9,India,Asia,Indian Super League,India,Asia,1,Indian Super League,India,Asia
East Bengal,56.9,India,Asia,Indian Super League,India,Asia,1,Indian Super League,India,Asia
Chennaiyin,55.4,India,Asia,Indian Super League,India,Asia,1,Indian Super League,India,Asia
Hyderabad,52.8,India,Asia,Indian Super League,India,Asia,1,Indian Super League,India,Asia
Mohammedan,51.4,India,Asia,Indian Super League,India,Asia,1,Indian Super League,India,Asia
Churchill Brothers,50.9,India,Asia,I-League,India,Asia,2,I-League,India,Asia
Gokulam Kerala,50.6,India,Asia,I-League,India,Asia,2,I-League,India,Asia
Real Kashmir,49.5,India,Asia,I-League,India,Asia,2,I-League,India,Asia
Inter Kashi,49.2,India,Asia,I-League,India,Asia,2,I-League,India,Asia
Sreenidi Deccan,48.7,India,Asia,I-League,India,Asia,2,I-League,India,Asia
Dempo,48.5,India,Asia,I-League,India,Asia,2,I-League,India,Asia
Rajasthan United,46.6,India,Asia,I-League,India,Asia,2,I-League,India,Asia
Namdhari,46.4,India,Asia,I-League,India,Asia,2,I-League,India,Asia
Shillong Lajong,46.1,India,Asia,I-League,India,Asia,2,I-League,India,Asia
Aizawl,45.1,India,Asia,I-League,India,Asia,2,I-League,India,Asia
SC Bengaluru,44.2,India,Asia,I-League,India,Asia,2,I-League,India,Asia
Delhi FC,43.5,India,Asia,I-League,India,Asia,2,I-League,India,Asia
Diamond Harbour,41.6,India,Asia,I-League 2,India,Asia,3,I-League 2,India,Asia
Chanmari,41.5,India,Asia,I-League 2,India,Asia,3,I-League 2,India,Asia
Bengaluru United,41.4,India,Asia,I-League 2,India,Asia,3,I-League 2,India,Asia
Sporting Goa,40.5,India,Asia,I-League 2,India,Asia,3,I-League 2,India,Asia
United,39.2,India,Asia,I-League 2,India,Asia,3,I-League 2,India,Asia
Bhawanipore,38.3,India,Asia,Calcutta Premier Division,India,Asia,4,Calcutta Premier Division,India,Asia
SAT,38.1,India,Asia,I-League 2,India,Asia,3,I-League 2,India,Asia
NEROCA,37.9,India,Asia,I-League 2,India,Asia,3,I-League 2,India,Asia
East Bengal II,37.2,India,Asia,Calcutta Premier Division,India,Asia,4,Calcutta Premier Division,India,Asia
TRAU,37.2,India,Asia,I-League 2,India,Asia,3,I-League 2,India,Asia
Mohun Bagan SG II,34.9,India,Asia,Calcutta Premier Division,India,Asia,4,Calcutta Premier Division,India,Asia
Peerless,34.7,India,Asia,Calcutta Premier Division,India,Asia,4,Calcutta Premier Division,India,Asia
Calcutta Customs,34.5,India,Asia,Calcutta Premier Division,India,Asia,4,Calcutta Premier Division,India,Asia
KLASA FC,34.4,India,Asia,I-League 2,India,Asia,3,I-League 2,India,Asia
NA Suruchi Sangha,33.9,India,Asia,Calcutta Premier Division,India,Asia,4,Calcutta Premier Division,India,Asia
Rainbow,33.2,India,Asia,Calcutta Premier Division,India,Asia,4,Calcutta Premier Division,India,Asia
United Kolkata,33,India,Asia,Calcutta Premier Division,India,Asia,4,Calcutta Premier Division,India,Asia
Army Red,32.5,India,Asia,Calcutta Premier Division,India,Asia,4,Calcutta Premier Division,India,Asia
Techno Aryan,32.5,India,Asia,Calcutta Premier Division,India,Asia,4,Calcutta Premier Division,India,Asia
Police,32.1,India,Asia,Calcutta Premier Division,India,Asia,4,Calcutta Premier Division,India,Asia
Patha Chakra,31.9,India,Asia,Calcutta Premier Division,India,Asia,4,Calcutta Premier Division,India,Asia
Kidderpore SC,31.8,India,Asia,Calcutta Premier Division,India,Asia,4,Calcutta Premier Division,India,Asia
Sribhumi,30.8,India,Asia,Calcutta Premier Division,India,Asia,4,Calcutta Premier Division,India,Asia
BSS Sporting,30.7,India,Asia,Calcutta Premier Division,India,Asia,4,Calcutta Premier Division,India,Asia
Mohammedan II,30.4,India,Asia,Calcutta Premier Division,India,Asia,4,Calcutta Premier Division,India,Asia
Kalighat SLA,30,India,Asia,Calcutta Premier Division,India,Asia,4,Calcutta Premier Division,India,Asia
Kalighat Milan Sangha,29.8,India,Asia,Calcutta Premier Division,India,Asia,4,Calcutta Premier Division,India,Asia
Persib Bandung,68.9,Indonesia,Asia,Super League,Indonesia,Asia,2,Super League,Indonesia,Asia
Dejan,68.7,Indonesia,Asia,Liga Nusantara,Indonesia,Asia,1,Liga Nusantara,Indonesia,Asia
Sumut United,67.6,Indonesia,Asia,,Indonesia,Asia,,,Indonesia,Asia
PSGC Ciamis,66.7,Indonesia,Asia,Liga Nusantara,Indonesia,Asia,1,Liga Nusantara,Indonesia,Asia
Gresik United,66.2,Indonesia,Asia,Liga Nusantara,Indonesia,Asia,1,Liga Nusantara,Indonesia,Asia
Persibo,65.8,Indonesia,Asia,Liga Nusantara,Indonesia,Asia,1,Liga Nusantara,Indonesia,Asia
Waanal Brothers,65.8,Indonesia,Asia,Liga Nusantara,Indonesia,Asia,1,Liga Nusantara,Indonesia,Asia
Borneo,65.7,Indonesia,Asia,Super League,Indonesia,Asia,2,Super League,Indonesia,Asia
Persekabpas Pasuruan,65.6,Indonesia,Asia,Liga Nusantara,Indonesia,Asia,1,Liga Nusantara,Indonesia,Asia
Persika Karanganyar,65.5,Indonesia,Asia,Liga Nusantara,Indonesia,Asia,1,Liga Nusantara,Indonesia,Asia
NZR Sumbersari,65.4,Indonesia,Asia,,Indonesia,Asia,,,Indonesia,Asia
Persija,65.2,Indonesia,Asia,Super League,Indonesia,Asia,2,Super League,Indonesia,Asia
Persiba Bantul,65.1,Indonesia,Asia,Liga Nusantara,Indonesia,Asia,1,Liga Nusantara,Indonesia,Asia
Malut United,64.8,Indonesia,Asia,Super League,Indonesia,Asia,2,Super League,Indonesia,Asia
Batavia,64.7,Indonesia,Asia,Liga Nusantara,Indonesia,Asia,1,Liga Nusantara,Indonesia,Asia
RANS Nusantara,64.4,Indonesia,Asia,Liga Nusantara,Indonesia,Asia,1,Liga Nusantara,Indonesia,Asia
Persikota Tangerang,64.3,Indonesia,Asia,Liga Nusantara,Indonesia,Asia,1,Liga Nusantara,Indonesia,Asia
Pekanbaru,64.2,Indonesia,Asia,Liga Nusantara,Indonesia,Asia,1,Liga Nusantara,Indonesia,Asia
Nusantara United,63.9,Indonesia,Asia,Liga Nusantara,Indonesia,Asia,1,Liga Nusantara,Indonesia,Asia
PCB Persipasi,63.9,Indonesia,Asia,,Indonesia,Asia,,,Indonesia,Asia
Persipa Pati,63.8,Indonesia,Asia,Liga Nusantara,Indonesia,Asia,1,Liga Nusantara,Indonesia,Asia
Tri Brata Rafflesia,63.6,Indonesia,Asia,Liga Nusantara,Indonesia,Asia,1,Liga Nusantara,Indonesia,Asia
Persinab SM,63.6,Indonesia,Asia,Liga Nusantara,Indonesia,Asia,1,Liga Nusantara,Indonesia,Asia
Perseden,63.5,Indonesia,Asia,Liga Nusantara,Indonesia,Asia,1,Liga Nusantara,Indonesia,Asia
Persikab Bandung,63.5,Indonesia,Asia,,Indonesia,Asia,,,Indonesia,Asia
Persebata Lembata,63.2,Indonesia,Asia,Liga Nusantara,Indonesia,Asia,1,Liga Nusantara,Indonesia,Asia
Persebaya Surabaya,63.2,Indonesia,Asia,Super League,Indonesia,Asia,2,Super League,Indonesia,Asia
757 Kepri Jaya,63.2,Indonesia,Asia,,Indonesia,Asia,,,Indonesia,Asia
Dewa United,62.8,Indonesia,Asia,Super League,Indonesia,Asia,2,Super League,Indonesia,Asia
Perserang,62.6,Indonesia,Asia,Liga Nusantara,Indonesia,Asia,1,Liga Nusantara,Indonesia,Asia
Bali United,62.4,Indonesia,Asia,Super League,Indonesia,Asia,2,Super League,Indonesia,Asia
Persitara Jakarta Utara,61.7,Indonesia,Asia,Liga Nusantara,Indonesia,Asia,1,Liga Nusantara,Indonesia,Asia
Persita,61.6,Indonesia,Asia,Super League,Indonesia,Asia,2,Super League,Indonesia,Asia
PSM Makassar,61.3,Indonesia,Asia,Super League,Indonesia,Asia,2,Super League,Indonesia,Asia
PSIM Yogyakarta,61.1,Indonesia,Asia,Super League,Indonesia,Asia,2,Super League,Indonesia,Asia
PSM Madiun,60.9,Indonesia,Asia,,Indonesia,Asia,,,Indonesia,Asia
Persikutim United,60.8,Indonesia,Asia,Liga Nusantara,Indonesia,Asia,1,Liga Nusantara,Indonesia,Asia
PSCS Cilacap,60.7,Indonesia,Asia,,Indonesia,Asia,,,Indonesia,Asia
Bhayangkara,60.3,Indonesia,Asia,Super League,Indonesia,Asia,2,Super League,Indonesia,Asia
Persik Kediri,60.2,Indonesia,Asia,Super League,Indonesia,Asia,2,Super League,Indonesia,Asia
Arema,59.9,Indonesia,Asia,Super League,Indonesia,Asia,2,Super League,Indonesia,Asia
PSBS Biak Numfor,58.9,Indonesia,Asia,Super League,Indonesia,Asia,2,Super League,Indonesia,Asia
Madura United,58.6,Indonesia,Asia,Super League,Indonesia,Asia,2,Super League,Indonesia,Asia
Persipura,57.2,Indonesia,Asia,Championship,Indonesia,Asia,3,Championship,Indonesia,Asia
PSDS Deli Serdang,57,Indonesia,Asia,Liga Nusantara,Indonesia,Asia,1,Liga Nusantara,Indonesia,Asia
Persis Solo,56.9,Indonesia,Asia,Super League,Indonesia,Asia,2,Super League,Indonesia,Asia
Semen Padang,56.9,Indonesia,Asia,Super League,Indonesia,Asia,2,Super League,Indonesia,Asia
PSS Sleman,56.8,Indonesia,Asia,Championship,Indonesia,Asia,3,Championship,Indonesia,Asia
Persijap,56.7,Indonesia,Asia,Super League,Indonesia,Asia,2,Super League,Indonesia,Asia
Barito Putera,56.3,Indonesia,Asia,Championship,Indonesia,Asia,3,Championship,Indonesia,Asia
Adhyaksa,55.3,Indonesia,Asia,Championship,Indonesia,Asia,3,Championship,Indonesia,Asia
Persiraja Banda Aceh,55.2,Indonesia,Asia,Championship,Indonesia,Asia,3,Championship,Indonesia,Asia
PSMS,55.1,Indonesia,Asia,Championship,Indonesia,Asia,3,Championship,Indonesia,Asia
Persela,54.9,Indonesia,Asia,Championship,Indonesia,Asia,3,Championship,Indonesia,Asia
Deltras,54.9,Indonesia,Asia,Championship,Indonesia,Asia,3,Championship,Indonesia,Asia
Kendal Tornado,54.5,Indonesia,Asia,Championship,Indonesia,Asia,3,Championship,Indonesia,Asia
Bekasi City,54.4,Indonesia,Asia,Championship,Indonesia,Asia,3,Championship,Indonesia,Asia
Garudayaksa,54.3,Indonesia,Asia,Championship,Indonesia,Asia,3,Championship,Indonesia,Asia
Sumsel United,53.1,Indonesia,Asia,Championship,Indonesia,Asia,3,Championship,Indonesia,Asia
PSPS,53,Indonesia,Asia,Championship,Indonesia,Asia,3,Championship,Indonesia,Asia
PSKC Cimahi,52.1,Indonesia,Asia,,Indonesia,Asia,,,Indonesia,Asia
Persikad Depok,51.2,Indonesia,Asia,Championship,Indonesia,Asia,3,Championship,Indonesia,Asia
Persekat,50.9,Indonesia,Asia,Championship,Indonesia,Asia,3,Championship,Indonesia,Asia
Persiku Kudus,50.3,Indonesia,Asia,Championship,Indonesia,Asia,3,Championship,Indonesia,Asia
Persikas,50.1,Indonesia,Asia,,Indonesia,Asia,,,Indonesia,Asia
Persiba Balikpapan,50,Indonesia,Asia,Championship,Indonesia,Asia,3,Championship,Indonesia,Asia
PSIS Semarang,49.7,Indonesia,Asia,Championship,Indonesia,Asia,3,Championship,Indonesia,Asia
Persipal BU,48.7,Indonesia,Asia,Championship,Indonesia,Asia,3,Championship,Indonesia,Asia
Persewar,48.1,Indonesia,Asia,,Indonesia,Asia,,,Indonesia,Asia
Persikabo 1973,47,Indonesia,Asia,,Indonesia,Asia,,,Indonesia,Asia
Sriwijaya,46.9,Indonesia,Asia,Championship,Indonesia,Asia,3,Championship,Indonesia,Asia
Tractor,77.6,Iran,Asia,Persian Gulf Pro League,Iran,Asia,1,Persian Gulf Pro League,Iran,Asia
Persepolis,75.3,Iran,Asia,Persian Gulf Pro League,Iran,Asia,1,Persian Gulf Pro League,Iran,Asia
Sepahan,74.9,Iran,Asia,Persian Gulf Pro League,Iran,Asia,1,Persian Gulf Pro League,Iran,Asia
Esteghlal,73.4,Iran,Asia,Persian Gulf Pro League,Iran,Asia,1,Persian Gulf Pro League,Iran,Asia
Gol Gohar,72.3,Iran,Asia,Persian Gulf Pro League,Iran,Asia,1,Persian Gulf Pro League,Iran,Asia
Foolad,71,Iran,Asia,Persian Gulf Pro League,Iran,Asia,1,Persian Gulf Pro League,Iran,Asia
Malavan,69.9,Iran,Asia,Persian Gulf Pro League,Iran,Asia,1,Persian Gulf Pro League,Iran,Asia
Chadormalu SC,69.1,Iran,Asia,Persian Gulf Pro League,Iran,Asia,1,Persian Gulf Pro League,Iran,Asia
Zob Ahan,68.8,Iran,Asia,Persian Gulf Pro League,Iran,Asia,1,Persian Gulf Pro League,Iran,Asia
Fajr Sepasi,68.7,Iran,Asia,Persian Gulf Pro League,Iran,Asia,1,Persian Gulf Pro League,Iran,Asia
Kheybar Khorramabad,68.7,Iran,Asia,Persian Gulf Pro League,Iran,Asia,1,Persian Gulf Pro League,Iran,Asia
Aluminium Arak,68.1,Iran,Asia,Persian Gulf Pro League,Iran,Asia,1,Persian Gulf Pro League,Iran,Asia
Shams Azar Qazvin,68.1,Iran,Asia,Persian Gulf Pro League,Iran,Asia,1,Persian Gulf Pro League,Iran,Asia
Paykan,67.8,Iran,Asia,Persian Gulf Pro League,Iran,Asia,1,Persian Gulf Pro League,Iran,Asia
Nassaji Mazandaran,66.8,Iran,Asia,Azadegan League,Iran,Asia,2,Azadegan League,Iran,Asia
Esteghlal Khuzestan,66.6,Iran,Asia,Persian Gulf Pro League,Iran,Asia,1,Persian Gulf Pro League,Iran,Asia
Mes Rafsanjan,65.9,Iran,Asia,Persian Gulf Pro League,Iran,Asia,1,Persian Gulf Pro League,Iran,Asia
Sanat Naft,65.7,Iran,Asia,Azadegan League,Iran,Asia,2,Azadegan League,Iran,Asia
Mes Shahr-e Babak,65.6,Iran,Asia,Azadegan League,Iran,Asia,2,Azadegan League,Iran,Asia
Saipa,65.6,Iran,Asia,Azadegan League,Iran,Asia,2,Azadegan League,Iran,Asia
Pars Jonoubi Jam,64.3,Iran,Asia,Azadegan League,Iran,Asia,2,Azadegan League,Iran,Asia
Mes Kerman,63.4,Iran,Asia,Azadegan League,Iran,Asia,2,Azadegan League,Iran,Asia
Havadar,63.2,Iran,Asia,Azadegan League,Iran,Asia,2,Azadegan League,Iran,Asia
Ario Eslamshahr,63.2,Iran,Asia,Azadegan League,Iran,Asia,2,Azadegan League,Iran,Asia
Naft Bandar Abbas,63,Iran,Asia,Azadegan League,Iran,Asia,2,Azadegan League,Iran,Asia
Naft Masjed Soleyman,62.3,Iran,Asia,,Iran,Asia,,,Iran,Asia
Fard Alborz,62.2,Iran,Asia,Azadegan League,Iran,Asia,2,Azadegan League,Iran,Asia
Niroye Zamini,61.9,Iran,Asia,Azadegan League,Iran,Asia,2,Azadegan League,Iran,Asia
Be'sat Kermanshah,61.9,Iran,Asia,Azadegan League,Iran,Asia,2,Azadegan League,Iran,Asia
Shahrdari Noshahr,61.4,Iran,Asia,Azadegan League,Iran,Asia,2,Azadegan League,Iran,Asia
Naft Gachsaran,61.2,Iran,Asia,Azadegan League,Iran,Asia,2,Azadegan League,Iran,Asia
Navad Urmia,60.5,Iran,Asia,Azadegan League,Iran,Asia,2,Azadegan League,Iran,Asia
Shenavarsazi Qeshm,59.8,Iran,Asia,Azadegan League,Iran,Asia,2,Azadegan League,Iran,Asia
Shahre Raz,59.5,Iran,Asia,,Iran,Asia,,,Iran,Asia
Mes Soongoun,59.1,Iran,Asia,Azadegan League,Iran,Asia,2,Azadegan League,Iran,Asia
Damash Gilanian,57.5,Iran,Asia,Azadegan League,Iran,Asia,2,Azadegan League,Iran,Asia
Shahrdari Astara,53.3,Iran,Asia,,Iran,Asia,,,Iran,Asia
Al Shorta,72.8,Iraq,Asia,Iraqi League,Iraq,Asia,1,Iraqi League,Iraq,Asia
Al Zawra'a,71.6,Iraq,Asia,Iraqi League,Iraq,Asia,1,Iraqi League,Iraq,Asia
Zakho,71.6,Iraq,Asia,Iraqi League,Iraq,Asia,1,Iraqi League,Iraq,Asia
Al Quwa Al Jawiya,71.1,Iraq,Asia,Iraqi League,Iraq,Asia,1,Iraqi League,Iraq,Asia
Al Talaba,69.4,Iraq,Asia,Iraqi League,Iraq,Asia,1,Iraqi League,Iraq,Asia
Al-Karma,69.2,Iraq,Asia,Iraqi League,Iraq,Asia,1,Iraqi League,Iraq,Asia
Duhok,68.1,Iraq,Asia,Iraqi League,Iraq,Asia,1,Iraqi League,Iraq,Asia
Erbil,67.4,Iraq,Asia,Iraqi League,Iraq,Asia,1,Iraqi League,Iraq,Asia
Al Karkh,66.7,Iraq,Asia,Iraqi League,Iraq,Asia,1,Iraqi League,Iraq,Asia
Naft,66.5,Iraq,Asia,Iraqi League,Iraq,Asia,1,Iraqi League,Iraq,Asia
Al Gharraf,65.3,Iraq,Asia,Iraqi League,Iraq,Asia,1,Iraqi League,Iraq,Asia
Newroz,65.2,Iraq,Asia,Iraqi League,Iraq,Asia,1,Iraqi League,Iraq,Asia
Diyala,65.2,Iraq,Asia,Iraqi League,Iraq,Asia,1,Iraqi League,Iraq,Asia
Al Mosul,64.3,Iraq,Asia,Iraqi League,Iraq,Asia,1,Iraqi League,Iraq,Asia
Baghdad,64.1,Iraq,Asia,Iraqi League,Iraq,Asia,1,Iraqi League,Iraq,Asia
Al Minaa Basra,63.9,Iraq,Asia,Iraqi League,Iraq,Asia,1,Iraqi League,Iraq,Asia
Naft Maysan,63.3,Iraq,Asia,Iraqi League,Iraq,Asia,1,Iraqi League,Iraq,Asia
